Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate
44,No,Non-Travel,Travel_Rarely,Research & Development,17,3,Life Sciences,1,1206,4,Male,74
33,No,Travel_Rarely,Travel_Rarely,Human Resources,2,3,Human Resources,1,1207,2,Male,99
41,Yes,Non-Travel,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1210,1,Male,95
30,No,Travel_Rarely,Travel_Rarely,Sales,29,4,Life Sciences,1,1211,3,Male,61
40,No,Travel_Frequently,Travel_Rarely,Sales,2,4,Medical,1,1212,2,Male,62
50,No,Travel_Frequently,Travel_Rarely,Research & Development,2,3,Medical,1,1215,4,Female,30
28,No,Travel_Rarely,Travel_Rarely,Research & Development,19,4,Medical,1,1216,4,Male,78
46,No,Travel_Rarely,Travel_Rarely,Research & Development,15,2,Life Sciences,1,1217,4,Male,52
35,No,Travel_Rarely,Travel_Rarely,Sales,17,4,Life Sciences,1,1218,3,Male,94
24,Yes,Travel_Rarely,Travel_Rarely,Research & Development,17,2,Life Sciences,1,1219,4,Female,97
33,No,Travel_Frequently,Travel_Rarely,Sales,25,3,Medical,1,1220,2,Female,82
36,No,Travel_Rarely,Travel_Rarely,Research & Development,6,4,Life Sciences,1,1221,3,Male,60
30,No,Travel_Rarely,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1224,3,Male,49
44,No,Travel_Rarely,Travel_Rarely,Research & Development,29,4,Other,1,1225,4,Male,32
20,No,Travel_Rarely,Travel_Rarely,Sales,21,3,Marketing,1,1226,3,Male,43
46,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1228,4,Male,60
42,No,Non-Travel,Travel_Rarely,Human Resources,2,5,Medical,1,1231,4,Male,79
60,No,Travel_Rarely,Travel_Rarely,Sales,7,4,Marketing,1,1233,2,Male,52
32,No,Travel_Frequently,Travel_Rarely,Research & Development,13,3,Other,1,1234,3,Female,77
32,No,Travel_Frequently,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1235,4,Female,38
36,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1237,3,Female,77
33,No,Travel_Rarely,Travel_Rarely,Research & Development,9,3,Medical,1,1238,1,Male,60
40,No,Travel_Rarely,Travel_Rarely,Sales,10,3,Technical Degree,1,1239,2,Female,84
25,No,Travel_Rarely,Travel_Rarely,Sales,10,4,Life Sciences,1,1240,3,Male,57
30,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Medical,1,1241,4,Male,63
42,No,Travel_Frequently,Travel_Rarely,Research & Development,26,5,Medical,1,1242,1,Female,60
35,No,Non-Travel,Travel_Rarely,Sales,8,2,Marketing,1,1243,3,Female,78
27,No,Travel_Rarely,Travel_Rarely,Research & Development,14,3,Life Sciences,1,1244,1,Male,42
54,No,Travel_Frequently,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1245,4,Female,53
44,No,Travel_Rarely,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1246,1,Female,72
19,Yes,Non-Travel,Travel_Rarely,Research & Development,10,3,Medical,1,1248,1,Female,96
29,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1249,1,Female,97
54,No,Travel_Rarely,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1250,4,Male,85
31,No,Travel_Rarely,Travel_Rarely,Research & Development,11,2,Medical,1,1251,3,Male,80
31,No,Travel_Rarely,Travel_Rarely,Research & Development,24,3,Medical,1,1252,3,Female,96
59,No,Travel_Rarely,Travel_Rarely,Sales,3,3,Life Sciences,1,1254,3,Female,48
43,No,Travel_Rarely,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1255,3,Male,96
49,No,Travel_Rarely,Travel_Rarely,Research & Development,4,2,Medical,1,1256,1,Male,85
36,No,Travel_Frequently,Travel_Rarely,Research & Development,3,3,Technical Degree,1,1257,3,Male,46
48,No,Travel_Rarely,Travel_Rarely,Research & Development,2,2,Technical Degree,1,1258,4,Male,76
27,No,Travel_Rarely,Travel_Rarely,Research & Development,4,2,Life Sciences,1,1259,1,Male,76
29,No,Travel_Rarely,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1260,3,Male,82
48,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1263,4,Male,76
29,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1264,4,Female,87
34,No,Travel_Rarely,Travel_Rarely,Research & Development,20,3,Technical Degree,1,1265,3,Female,89
44,No,Travel_Rarely,Travel_Rarely,Sales,5,3,Marketing,1,1267,2,Male,88
33,No,Travel_Rarely,Travel_Rarely,Sales,10,5,Marketing,1,1268,4,Male,82
19,No,Travel_Rarely,Travel_Rarely,Research & Development,25,3,Life Sciences,1,1269,2,Female,57
23,No,Travel_Rarely,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1270,4,Male,47
25,Yes,Travel_Frequently,Travel_Rarely,Sales,24,1,Life Sciences,1,1273,3,Male,73
26,No,Travel_Rarely,Travel_Rarely,Research & Development,4,2,Life Sciences,1,1275,3,Male,53
45,Yes,Travel_Rarely,Travel_Rarely,Sales,2,3,Marketing,1,1277,1,Female,94
55,No,Non-Travel,Travel_Rarely,Research & Development,8,1,Medical,1,1278,4,Male,37
21,Yes,Travel_Frequently,Travel_Rarely,Research & Development,10,2,Life Sciences,1,1279,1,Female,45
46,No,Travel_Rarely,Travel_Rarely,Sales,4,2,Marketing,1,1280,4,Female,33
34,No,Travel_Rarely,Travel_Rarely,Sales,2,3,Marketing,1,1281,3,Female,86
51,No,Travel_Frequently,Travel_Rarely,Sales,9,3,Life Sciences,1,1282,4,Male,83
59,No,Travel_Rarely,Travel_Rarely,Research & Development,18,4,Medical,1,1283,4,Male,67
34,No,Travel_Frequently,Travel_Rarely,Research & Development,19,3,Medical,1,1285,3,Female,46
28,No,Travel_Frequently,Travel_Rarely,Research & Development,1,4,Medical,1,1286,4,Male,44
44,No,Travel_Rarely,Travel_Rarely,Research & Development,4,2,Life Sciences,1,1288,3,Male,92
34,No,Travel_Frequently,Travel_Rarely,Human Resources,11,3,Life Sciences,1,1289,3,Male,56
35,No,Travel_Rarely,Travel_Rarely,Research & Development,6,1,Life Sciences,1,1291,3,Male,66
42,No,Travel_Rarely,Travel_Rarely,Research & Development,7,4,Medical,1,1292,2,Female,78
43,No,Travel_Rarely,Travel_Rarely,Sales,4,4,Marketing,1,1293,4,Female,56
36,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1294,3,Female,53
44,Yes,Travel_Rarely,Travel_Rarely,Research & Development,15,3,Medical,1,1295,1,Female,73
28,No,Travel_Frequently,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1296,4,Male,52
51,No,Travel_Frequently,Travel_Rarely,Research & Development,6,2,Medical,1,1297,2,Female,40
30,No,Non-Travel,Travel_Rarely,Research & Development,9,2,Medical,1,1298,3,Female,72
29,Yes,Travel_Rarely,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1299,2,Female,39
28,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1301,4,Male,84
25,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Medical,1,1303,4,Female,40
32,No,Travel_Rarely,Travel_Rarely,Sales,8,3,Medical,1,1304,3,Male,56
45,No,Travel_Frequently,Travel_Rarely,Research & Development,25,3,Medical,1,1306,2,Female,83
39,No,Travel_Rarely,Travel_Rarely,Research & Development,13,4,Medical,1,1307,3,Female,94
58,No,Travel_Rarely,Travel_Rarely,Research & Development,23,4,Life Sciences,1,1308,1,Male,88
32,Yes,Travel_Rarely,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1309,4,Male,79
39,Yes,Travel_Rarely,Travel_Rarely,Research & Development,23,3,Medical,1,1310,3,Male,93
30,No,Travel_Rarely,Travel_Rarely,Research & Development,6,3,Technical Degree,1,1311,1,Female,48
36,No,Travel_Rarely,Travel_Rarely,Research & Development,10,4,Technical Degree,1,1312,4,Female,63
46,No,Travel_Rarely,Travel_Rarely,Human Resources,1,2,Life Sciences,1,1314,4,Female,44
28,No,Non-Travel,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1315,3,Female,55
50,No,Travel_Rarely,Travel_Rarely,Research & Development,28,3,Life Sciences,1,1317,4,Female,43
40,Yes,Travel_Rarely,Travel_Rarely,Sales,25,4,Marketing,1,1318,4,Male,57
52,Yes,Travel_Rarely,Travel_Rarely,Sales,5,3,Life Sciences,1,1319,2,Male,64
30,No,Travel_Rarely,Travel_Rarely,Research & Development,17,4,Medical,1,1321,2,Female,95
39,No,Travel_Rarely,Travel_Rarely,Research & Development,18,2,Life Sciences,1,1322,1,Male,32
31,No,Non-Travel,Travel_Rarely,Sales,2,4,Life Sciences,1,1324,4,Female,57
41,No,Non-Travel,Travel_Rarely,Sales,10,2,Medical,1,1329,3,Male,40
31,Yes,Travel_Frequently,Travel_Rarely,Sales,1,3,Life Sciences,1,1331,4,Female,54
44,Yes,Travel_Rarely,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1333,1,Male,89
42,No,Non-Travel,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1334,3,Male,37
55,No,Travel_Rarely,Travel_Rarely,Research & Development,2,2,Medical,1,1336,4,Female,58
56,No,Travel_Rarely,Travel_Rarely,Human Resources,8,4,Life Sciences,1,1338,4,Male,99
40,No,Non-Travel,Travel_Rarely,Research & Development,16,2,Life Sciences,1,1340,3,Male,74
34,No,Travel_Rarely,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1344,4,Male,86
40,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1346,3,Male,98
41,No,Travel_Frequently,Travel_Rarely,Sales,1,3,Marketing,1,1349,3,Female,66
35,No,Travel_Frequently,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1350,3,Male,87
51,No,Travel_Rarely,Travel_Rarely,Human Resources,5,3,Life Sciences,1,1352,3,Male,84
38,No,Travel_Rarely,Travel_Rarely,Sales,2,2,Life Sciences,1,1355,2,Female,31
34,No,Travel_Rarely,Travel_Rarely,Sales,15,2,Medical,1,1356,3,Female,66
25,No,Travel_Rarely,Travel_Rarely,Research & Development,19,1,Medical,1,1358,4,Male,67
58,Yes,Travel_Rarely,Travel_Rarely,Research & Development,7,4,Medical,1,1360,3,Female,53
40,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1361,2,Male,88
36,No,Travel_Frequently,Travel_Rarely,Sales,7,3,Marketing,1,1362,1,Female,83
48,No,Travel_Rarely,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1363,4,Male,54
27,No,Travel_Rarely,Travel_Rarely,Sales,11,3,Medical,1,1364,3,Female,98
51,No,Travel_Rarely,Travel_Rarely,Research & Development,11,2,Technical Degree,1,1367,4,Female,82
18,No,Non-Travel,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1368,4,Female,97
35,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Medical,1,1369,4,Female,60
27,No,Travel_Frequently,Travel_Rarely,Sales,2,1,Life Sciences,1,1371,4,Male,43
55,Yes,Travel_Rarely,Travel_Rarely,Sales,13,4,Marketing,1,1372,1,Male,85
56,No,Travel_Rarely,Travel_Rarely,Research & Development,23,3,Life Sciences,1,1373,4,Male,68
34,No,Non-Travel,Travel_Rarely,Research & Development,26,1,Technical Degree,1,1374,1,Female,92
40,No,Travel_Rarely,Travel_Rarely,Research & Development,2,1,Medical,1,1375,2,Female,89
34,No,Travel_Rarely,Travel_Rarely,Research & Development,29,3,Medical,1,1377,2,Male,86
31,Yes,Travel_Frequently,Travel_Rarely,Sales,2,3,Life Sciences,1,1379,3,Female,90
35,Yes,Travel_Frequently,Travel_Rarely,Sales,18,4,Marketing,1,1380,4,Female,67
38,No,Travel_Frequently,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1382,4,Male,57
34,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1383,3,Female,98
28,No,Travel_Rarely,Travel_Rarely,Sales,26,3,Life Sciences,1,1387,3,Male,48
31,Yes,Travel_Rarely,Travel_Rarely,Research & Development,22,4,Medical,1,1389,4,Male,98
39,No,Travel_Rarely,Travel_Rarely,Sales,21,4,Life Sciences,1,1390,1,Male,44
51,No,Travel_Frequently,Travel_Rarely,Sales,2,3,Marketing,1,1391,2,Male,52
41,No,Travel_Frequently,Travel_Rarely,Research & Development,22,3,Life Sciences,1,1392,4,Female,75
37,No,Travel_Rarely,Travel_Rarely,Research & Development,4,1,Life Sciences,1,1394,3,Male,54
33,No,Travel_Frequently,Travel_Rarely,Sales,5,1,Life Sciences,1,1395,2,Male,61
32,No,Travel_Rarely,Travel_Rarely,Sales,2,1,Marketing,1,1396,3,Male,36
39,No,Non-Travel,Travel_Rarely,Research & Development,25,2,Life Sciences,1,1397,3,Male,71
25,No,Travel_Rarely,Travel_Rarely,Sales,18,1,Life Sciences,1,1399,1,Male,93
52,No,Travel_Frequently,Travel_Rarely,Research & Development,28,2,Medical,1,1401,4,Female,59
43,No,Travel_Rarely,Travel_Rarely,Research & Development,6,3,Medical,1,1402,1,Female,73
27,No,Travel_Rarely,Travel_Rarely,Sales,10,3,Marketing,1,1403,4,Female,98
27,Yes,Travel_Rarely,Travel_Rarely,Research & Development,17,4,Life Sciences,1,1405,4,Female,51
26,No,Travel_Rarely,Travel_Rarely,Research & Development,2,1,Medical,1,1407,1,Male,36
42,No,Travel_Rarely,Travel_Rarely,Human Resources,10,3,Human Resources,1,1408,3,Female,31
52,No,Travel_Rarely,Travel_Rarely,Research & Development,8,4,Other,1,1409,3,Female,54
37,No,Travel_Rarely,Travel_Rarely,Research & Development,11,3,Medical,1,1411,1,Female,94
35,No,Travel_Frequently,Travel_Rarely,Research & Development,18,2,Life Sciences,1,1412,3,Male,60
25,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1415,1,Male,81
26,No,Travel_Rarely,Travel_Rarely,Research & Development,7,3,Other,1,1417,3,Male,100
29,No,Travel_Rarely,Travel_Rarely,Human Resources,17,3,Other,1,1419,2,Male,51
49,Yes,Travel_Frequently,Travel_Rarely,Research & Development,28,2,Life Sciences,1,1420,1,Male,97
29,Yes,Travel_Frequently,Travel_Rarely,Research & Development,14,1,Other,1,1421,3,Female,84
54,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Medical,1,1422,4,Female,54
58,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Medical,1,1423,4,Female,76
55,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Medical,1,1424,2,Male,81
36,No,Travel_Rarely,Travel_Rarely,Sales,3,4,Marketing,1,1425,1,Female,99
31,Yes,Travel_Frequently,Travel_Rarely,Sales,1,4,Life Sciences,1,1427,2,Female,50
30,No,Travel_Rarely,Travel_Rarely,Sales,7,4,Marketing,1,1428,4,Female,73
31,No,Travel_Rarely,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1430,1,Female,93
34,No,Travel_Frequently,Travel_Rarely,Research & Development,1,4,Other,1,1431,4,Male,91
31,Yes,Travel_Rarely,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1433,1,Female,34
27,No,Travel_Rarely,Travel_Rarely,Research & Development,11,1,Life Sciences,1,1434,2,Male,91
36,No,Travel_Rarely,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1435,1,Male,37
36,No,Travel_Rarely,Travel_Rarely,Sales,16,4,Marketing,1,1436,3,Female,98
47,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1438,1,Male,74
25,Yes,Travel_Rarely,Travel_Rarely,Sales,9,2,Life Sciences,1,1439,1,Male,68
37,No,Non-Travel,Travel_Rarely,Research & Development,5,2,Technical Degree,1,1440,3,Male,84
56,No,Travel_Rarely,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1441,1,Female,90
47,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Medical,1,1443,1,Female,82
24,No,Travel_Rarely,Travel_Rarely,Sales,4,1,Medical,1,1445,4,Female,42
32,No,Travel_Rarely,Travel_Rarely,Sales,7,5,Marketing,1,1446,4,Male,97
34,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1447,4,Female,86
41,No,Travel_Rarely,Travel_Rarely,Research & Development,5,5,Medical,1,1448,2,Male,90
40,No,Non-Travel,Travel_Rarely,Research & Development,9,4,Other,1,1449,3,Male,81
31,No,Travel_Rarely,Travel_Rarely,Sales,8,2,Life Sciences,1,1453,1,Male,31
46,Yes,Travel_Rarely,Travel_Rarely,Sales,9,3,Marketing,1,1457,1,Male,52
39,Yes,Non-Travel,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1458,1,Female,54
31,Yes,Travel_Frequently,Travel_Rarely,Research & Development,1,5,Life Sciences,1,1459,3,Female,100
45,No,Travel_Rarely,Travel_Rarely,Research & Development,20,3,Medical,1,1460,2,Male,95
31,No,Travel_Rarely,Travel_Rarely,Human Resources,8,2,Medical,1,1461,4,Female,96
31,Yes,Travel_Frequently,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1464,2,Male,94
45,No,Travel_Rarely,Travel_Rarely,Research & Development,29,3,Technical Degree,1,1465,2,Male,55
48,No,Travel_Rarely,Travel_Rarely,Sales,7,3,Marketing,1,1466,3,Male,96
34,Yes,Travel_Rarely,Travel_Rarely,Human Resources,9,4,Technical Degree,1,1467,1,Female,52
40,No,Non-Travel,Travel_Rarely,Research & Development,8,1,Medical,1,1468,4,Male,55
28,No,Travel_Rarely,Travel_Rarely,Sales,5,3,Medical,1,1469,4,Male,84
44,No,Non-Travel,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1471,3,Male,90
53,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Medical,1,1472,4,Male,39
49,No,Travel_Rarely,Travel_Rarely,Research & Development,5,4,Technical Degree,1,1473,1,Male,96
40,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Medical,1,1474,3,Male,68
44,No,Travel_Rarely,Travel_Rarely,Research & Development,20,3,Life Sciences,1,1475,4,Male,49
33,No,Travel_Frequently,Travel_Rarely,Sales,7,3,Medical,1,1477,4,Male,54
34,No,Travel_Rarely,Travel_Rarely,Sales,3,3,Other,1,1478,4,Male,81
30,No,Travel_Rarely,Travel_Rarely,Sales,16,1,Life Sciences,1,1479,4,Male,96
42,No,Travel_Frequently,Travel_Rarely,Research & Development,9,2,Medical,1,1480,1,Female,74
44,No,Travel_Frequently,Travel_Rarely,Sales,1,5,Marketing,1,1481,1,Female,79
30,No,Non-Travel,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1482,3,Male,64
57,No,Travel_Rarely,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1483,2,Male,93
49,No,Travel_Rarely,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1484,3,Male,35
34,No,Travel_Frequently,Travel_Rarely,Research & Development,15,3,Medical,1,1485,2,Male,71
28,Yes,Travel_Frequently,Travel_Rarely,Sales,1,3,Technical Degree,1,1486,1,Male,92
29,Yes,Travel_Frequently,Travel_Rarely,Sales,13,3,Technical Degree,1,1487,1,Female,51
34,Yes,Travel_Rarely,Travel_Rarely,Sales,24,4,Medical,1,1489,1,Female,40
35,No,Travel_Rarely,Travel_Rarely,Sales,7,1,Life Sciences,1,1492,4,Male,76
24,Yes,Travel_Frequently,Travel_Rarely,Research & Development,9,3,Medical,1,1494,2,Male,89
24,No,Non-Travel,Travel_Rarely,Sales,13,2,Life Sciences,1,1495,4,Female,78
44,No,Travel_Frequently,Travel_Rarely,Research & Development,2,1,Medical,1,1496,2,Male,86
29,No,Travel_Rarely,Travel_Rarely,Sales,19,3,Life Sciences,1,1497,3,Male,77
30,No,Travel_Rarely,Travel_Rarely,Human Resources,1,3,Life Sciences,1,1499,3,Male,46
55,No,Travel_Rarely,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1501,4,Male,30
33,No,Travel_Rarely,Travel_Rarely,Research & Development,4,4,Medical,1,1502,1,Female,82
47,No,Travel_Rarely,Travel_Rarely,Sales,14,3,Medical,1,1503,3,Female,78
28,Yes,Travel_Frequently,Travel_Rarely,Research & Development,2,2,Medical,1,1504,3,Male,38
28,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1506,1,Male,72
28,No,Travel_Frequently,Travel_Rarely,Sales,7,3,Life Sciences,1,1507,3,Male,55
49,No,Travel_Rarely,Travel_Rarely,Research & Development,3,2,Medical,1,1509,3,Female,43
29,No,Travel_Frequently,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1513,4,Female,97
28,No,Travel_Rarely,Travel_Rarely,Research & Development,29,1,Life Sciences,1,1514,3,Male,96
33,No,Travel_Rarely,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1515,4,Male,69
32,No,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Medical,1,1516,3,Male,64
54,No,Travel_Frequently,Travel_Rarely,Research & Development,11,4,Medical,1,1520,2,Female,87
29,Yes,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Technical Degree,1,1522,1,Male,100
44,No,Travel_Rarely,Travel_Rarely,Research & Development,28,3,Life Sciences,1,1523,4,Male,32
39,No,Travel_Rarely,Travel_Rarely,Research & Development,6,3,Life Sciences,1,1525,2,Female,32
46,No,Travel_Rarely,Travel_Rarely,Sales,3,3,Life Sciences,1,1527,3,Female,51
35,No,Travel_Rarely,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1529,4,Female,91
23,No,Travel_Rarely,Travel_Rarely,Research & Development,20,1,Life Sciences,1,1533,1,Male,97
40,Yes,Travel_Rarely,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1534,4,Male,86
34,No,Travel_Rarely,Travel_Rarely,Sales,1,3,Technical Degree,1,1535,4,Male,64
31,Yes,Travel_Frequently,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1537,4,Female,33
50,No,Travel_Frequently,Travel_Rarely,Research & Development,22,5,Medical,1,1539,3,Male,88
34,No,Travel_Rarely,Travel_Rarely,Sales,7,2,Technical Degree,1,1541,2,Male,55
42,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Medical,1,1542,3,Male,68
37,No,Travel_Rarely,Travel_Rarely,Research & Development,13,3,Medical,1,1543,1,Male,47
29,No,Travel_Rarely,Travel_Rarely,Research & Development,8,1,Other,1,1544,3,Female,39
33,No,Travel_Rarely,Travel_Rarely,Research & Development,25,3,Life Sciences,1,1545,4,Male,44
45,No,Travel_Rarely,Travel_Rarely,Research & Development,28,3,Technical Degree,1,1546,4,Male,97
42,No,Travel_Frequently,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1547,4,Male,40
40,No,Travel_Rarely,Travel_Rarely,Sales,9,2,Medical,1,1548,1,Male,47
33,No,Travel_Rarely,Travel_Rarely,Research & Development,28,4,Life Sciences,1,1549,2,Male,79
40,No,Travel_Rarely,Travel_Rarely,Human Resources,6,2,Medical,1,1550,3,Male,38
24,No,Travel_Rarely,Travel_Rarely,Research & Development,21,2,Technical Degree,1,1551,3,Male,57
40,No,Non-Travel,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1552,4,Male,72
45,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Technical Degree,1,1553,1,Male,66
35,No,Travel_Rarely,Travel_Rarely,Sales,28,4,Life Sciences,1,1554,2,Female,98
32,No,Travel_Rarely,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1555,4,Female,67
36,No,Travel_Rarely,Travel_Rarely,Sales,2,4,Life Sciences,1,1556,3,Male,70
48,No,Travel_Rarely,Travel_Rarely,Sales,16,4,Life Sciences,1,1557,3,Female,96
29,No,Travel_Rarely,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1558,3,Male,91
33,No,Travel_Rarely,Travel_Rarely,Sales,8,4,Life Sciences,1,1560,1,Male,46
30,Yes,Travel_Rarely,Travel_Rarely,Sales,1,3,Life Sciences,1,1562,2,Male,64
38,No,Travel_Frequently,Travel_Rarely,Human Resources,10,4,Human Resources,1,1563,3,Male,71
35,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Medical,1,1564,4,Male,68
30,No,Travel_Rarely,Travel_Rarely,Sales,29,4,Technical Degree,1,1568,3,Male,33
35,Yes,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1569,1,Female,69
53,Yes,Travel_Rarely,Travel_Rarely,Research & Development,2,5,Technical Degree,1,1572,3,Female,78
38,Yes,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Medical,1,1573,3,Male,81
32,No,Non-Travel,Travel_Rarely,Research & Development,1,4,Technical Degree,1,1574,4,Male,62
48,No,Travel_Rarely,Travel_Rarely,Research & Development,15,4,Other,1,1576,3,Female,65
34,No,Travel_Rarely,Travel_Rarely,Research & Development,7,4,Medical,1,1577,1,Male,35
55,No,Travel_Rarely,Travel_Rarely,Sales,26,5,Marketing,1,1578,3,Male,60
34,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1580,2,Male,45
26,No,Travel_Rarely,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1581,1,Female,89
38,No,Travel_Rarely,Travel_Rarely,Sales,14,3,Life Sciences,1,1582,3,Male,80
38,No,Travel_Rarely,Travel_Rarely,Sales,16,3,Life Sciences,1,1583,2,Female,90
36,No,Travel_Rarely,Travel_Rarely,Sales,1,4,Life Sciences,1,1585,2,Female,73
29,No,Travel_Rarely,Travel_Rarely,Research & Development,3,1,Medical,1,1586,2,Male,87
35,No,Travel_Rarely,Travel_Rarely,Research & Development,10,4,Medical,1,1587,1,Female,51
39,No,Travel_Rarely,Travel_Rarely,Sales,6,3,Medical,1,1588,4,Male,38
29,No,Travel_Frequently,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1590,1,Male,87
50,No,Travel_Rarely,Travel_Rarely,Sales,9,3,Marketing,1,1591,3,Male,59
23,No,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Technical Degree,1,1592,4,Male,45
36,No,Travel_Frequently,Travel_Rarely,Research & Development,6,4,Life Sciences,1,1594,1,Male,80
42,No,Travel_Rarely,Travel_Rarely,Research & Development,9,2,Other,1,1595,4,Male,93
35,No,Travel_Rarely,Travel_Rarely,Research & Development,28,3,Life Sciences,1,1596,2,Male,46
34,No,Travel_Frequently,Travel_Rarely,Research & Development,10,4,Technical Degree,1,1597,4,Male,92
40,No,Travel_Rarely,Travel_Rarely,Sales,14,2,Life Sciences,1,1598,4,Female,84
43,No,Travel_Rarely,Travel_Rarely,Research & Development,27,3,Technical Degree,1,1599,4,Male,87
35,No,Travel_Rarely,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1601,3,Male,63
46,No,Travel_Rarely,Travel_Rarely,Sales,1,4,Life Sciences,1,1602,4,Male,56
28,Yes,Travel_Rarely,Travel_Rarely,Research & Development,24,3,Medical,1,1604,3,Male,51
22,No,Non-Travel,Travel_Rarely,Research & Development,26,2,Other,1,1605,2,Female,85
50,No,Travel_Frequently,Travel_Rarely,Research & Development,20,5,Medical,1,1606,2,Male,41
32,No,Travel_Rarely,Travel_Rarely,Research & Development,5,4,Other,1,1607,2,Female,35
44,No,Travel_Rarely,Travel_Rarely,Research & Development,7,3,Medical,1,1608,2,Female,31
30,No,Travel_Rarely,Travel_Rarely,Research & Development,7,3,Medical,1,1609,2,Male,48
45,No,Travel_Rarely,Travel_Rarely,Research & Development,5,5,Medical,1,1611,3,Female,50
45,No,Non-Travel,Travel_Rarely,Sales,26,3,Marketing,1,1612,1,Male,52
