Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,ANOTHER_CATEGORICAL_COLUMN,ANNUAL CTC,ANNUAL SALES 
50,0,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,MAYBE,60000,59934
28,0,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,YES,156000,155934
46,0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,NO,104000,103934
35,0,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,CANTSAY,188000,187934
24,1,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,MAYBE,194000,193934
33,0,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,YES,164000,163934
36,0,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,NO,120000,119934
30,0,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,CANTSAY,98000,97934
44,0,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,MAYBE,64000,63934
20,0,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,YES,86000,85934
46,0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,NO,120000,119934
42,0,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,CANTSAY,158000,157934
60,0,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,MAYBE,104000,103934
32,0,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,YES,154000,153934
32,0,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,NO,76000,75934
36,0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,CANTSAY,154000,153934
33,0,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,MAYBE,120000,119934
40,0,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,YES,168000,167934
25,0,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,NO,114000,113934
30,0,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,CANTSAY,126000,125934
42,0,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,MAYBE,120000,119934
35,0,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,YES,156000,155934
27,0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,NO,84000,83934
54,0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,CANTSAY,106000,105934
44,0,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,72,MAYBE,144000,143934
19,1,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,YES,192000,191934
29,0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,NO,194000,193934
54,0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,CANTSAY,170000,169934
31,0,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,MAYBE,160000,159934
31,0,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,YES,192000,191934
59,0,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,NO,96000,95934
43,0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,CANTSAY,192000,191934
49,0,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,MAYBE,170000,169934
36,0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,YES,92000,91934
48,0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,NO,152000,151934
27,0,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,76,CANTSAY,152000,151934
29,0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,MAYBE,164000,163934
48,0,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,YES,152000,151934
29,0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,NO,174000,173934
34,0,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,3,Female,89,CANTSAY,178000,177934
44,0,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,88,MAYBE,176000,175934
33,0,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,82,YES,164000,163934
19,0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,2,Female,57,NO,114000,113934
23,0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,47,CANTSAY,94000,93934
25,1,Travel_Frequently,599,Sales,24,1,Life Sciences,3,Male,73,MAYBE,146000,145934
26,0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,3,Male,53,YES,106000,105934
45,1,Travel_Rarely,1449,Sales,2,3,Marketing,1,Female,94,NO,188000,187934
55,0,Non-Travel,177,Research & Development,8,1,Medical,4,Male,37,CANTSAY,74000,73934
21,1,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,Female,45,MAYBE,90000,89934
46,0,Travel_Rarely,168,Sales,4,2,Marketing,4,Female,33,YES,66000,65934
34,0,Travel_Rarely,131,Sales,2,3,Marketing,3,Female,86,NO,172000,171934
51,0,Travel_Frequently,237,Sales,9,3,Life Sciences,4,Male,83,CANTSAY,166000,165934
59,0,Travel_Rarely,1429,Research & Development,18,4,Medical,4,Male,67,MAYBE,134000,133934
34,0,Travel_Frequently,135,Research & Development,19,3,Medical,3,Female,46,YES,92000,91934
28,0,Travel_Frequently,791,Research & Development,1,4,Medical,4,Male,44,NO,88000,87934
44,0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,3,Male,92,CANTSAY,184000,183934
34,0,Travel_Frequently,648,Human Resources,11,3,Life Sciences,3,Male,56,MAYBE,112000,111934
35,0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,66,YES,132000,131934
42,0,Travel_Rarely,603,Research & Development,7,4,Medical,2,Female,78,NO,156000,155934
43,0,Travel_Rarely,531,Sales,4,4,Marketing,4,Female,56,CANTSAY,112000,111934
36,0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,3,Female,53,MAYBE,106000,105934
44,1,Travel_Rarely,621,Research & Development,15,3,Medical,1,Female,73,YES,146000,145934
28,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,4,Male,52,NO,104000,103934
51,0,Travel_Frequently,968,Research & Development,6,2,Medical,2,Female,40,CANTSAY,80000,79934
30,0,Non-Travel,879,Research & Development,9,2,Medical,3,Female,72,MAYBE,144000,143934
29,1,Travel_Rarely,806,Research & Development,7,3,Technical Degree,2,Female,39,YES,78000,77934
28,0,Travel_Rarely,640,Research & Development,1,3,Technical Degree,4,Male,84,NO,168000,167934
25,0,Travel_Rarely,266,Research & Development,1,3,Medical,4,Female,40,CANTSAY,80000,79934
32,0,Travel_Rarely,604,Sales,8,3,Medical,3,Male,56,MAYBE,112000,111934
45,0,Travel_Frequently,364,Research & Development,25,3,Medical,2,Female,83,YES,166000,165934
39,0,Travel_Rarely,412,Research & Development,13,4,Medical,3,Female,94,NO,188000,187934
58,0,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,Male,88,CANTSAY,176000,175934
32,1,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,4,Male,79,MAYBE,158000,157934
39,1,Travel_Rarely,360,Research & Development,23,3,Medical,3,Male,93,YES,186000,185934
30,0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,48,NO,96000,95934
36,0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,63,CANTSAY,126000,125934
46,0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,44,MAYBE,88000,87934
28,0,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,55,YES,110000,109934
50,0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,43,NO,86000,85934
40,1,Travel_Rarely,299,Sales,25,4,Marketing,4,Male,57,CANTSAY,114000,113934
52,1,Travel_Rarely,1030,Sales,5,3,Life Sciences,2,Male,64,MAYBE,128000,127934
30,0,Travel_Rarely,634,Research & Development,17,4,Medical,2,Female,95,YES,190000,189934
39,0,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,Male,32,NO,64000,63934
31,0,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,57,CANTSAY,114000,113934
41,0,Non-Travel,256,Sales,10,2,Medical,3,Male,40,MAYBE,80000,79934
31,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,4,Female,54,YES,108000,107934
44,1,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,Male,89,NO,178000,177934
42,0,Non-Travel,495,Research & Development,2,1,Life Sciences,3,Male,37,CANTSAY,74000,73934
55,0,Travel_Rarely,282,Research & Development,2,2,Medical,4,Female,58,MAYBE,116000,115934
56,0,Travel_Rarely,206,Human Resources,8,4,Life Sciences,4,Male,99,YES,198000,197934
40,0,Non-Travel,458,Research & Development,16,2,Life Sciences,3,Male,74,NO,148000,147934
34,0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,4,Male,86,CANTSAY,172000,171934
40,0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,3,Male,98,MAYBE,196000,195934
41,0,Travel_Frequently,1018,Sales,1,3,Marketing,3,Female,66,YES,132000,131934
35,0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,87,NO,174000,173934
51,0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Male,84,CANTSAY,168000,167934
38,0,Travel_Rarely,1009,Sales,2,2,Life Sciences,2,Female,31,MAYBE,62000,61934
34,0,Travel_Rarely,507,Sales,15,2,Medical,3,Female,66,YES,132000,131934
25,0,Travel_Rarely,882,Research & Development,19,1,Medical,4,Male,67,NO,134000,133934
58,1,Travel_Rarely,601,Research & Development,7,4,Medical,3,Female,53,CANTSAY,106000,105934
40,0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,2,Male,88,MAYBE,176000,175934
36,0,Travel_Frequently,607,Sales,7,3,Marketing,1,Female,83,YES,166000,165934
48,0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,4,Male,54,NO,108000,107934
27,0,Travel_Rarely,1291,Sales,11,3,Medical,3,Female,98,CANTSAY,196000,195934
51,0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,4,Female,82,MAYBE,164000,163934
18,0,Non-Travel,1124,Research & Development,1,3,Life Sciences,4,Female,97,YES,194000,193934
35,0,Travel_Rarely,817,Research & Development,1,3,Medical,4,Female,60,NO,120000,119934
27,0,Travel_Frequently,793,Sales,2,1,Life Sciences,4,Male,43,CANTSAY,86000,85934
55,1,Travel_Rarely,267,Sales,13,4,Marketing,1,Male,85,MAYBE,170000,169934
56,0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,4,Male,68,YES,136000,135934
34,0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,Female,92,NO,184000,183934
40,0,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,89,CANTSAY,178000,177934
34,0,Travel_Rarely,285,Research & Development,29,3,Medical,2,Male,86,MAYBE,172000,171934
31,1,Travel_Frequently,703,Sales,2,3,Life Sciences,3,Female,90,YES,180000,179934
35,1,Travel_Frequently,662,Sales,18,4,Marketing,4,Female,67,NO,134000,133934
38,0,Travel_Frequently,693,Research & Development,7,3,Life Sciences,4,Male,57,CANTSAY,114000,113934
34,0,Travel_Rarely,404,Research & Development,2,4,Technical Degree,3,Female,98,MAYBE,196000,195934
28,0,Travel_Rarely,736,Sales,26,3,Life Sciences,3,Male,48,YES,96000,95934
31,1,Travel_Rarely,330,Research & Development,22,4,Medical,4,Male,98,NO,196000,195934
39,0,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,Male,44,CANTSAY,88000,87934
51,0,Travel_Frequently,541,Sales,2,3,Marketing,2,Male,52,MAYBE,104000,103934
41,0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,4,Female,75,YES,150000,149934
37,0,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,3,Male,54,NO,108000,107934
33,0,Travel_Frequently,1111,Sales,5,1,Life Sciences,2,Male,61,CANTSAY,122000,121934
32,0,Travel_Rarely,499,Sales,2,1,Marketing,3,Male,36,MAYBE,72000,71934
39,0,Non-Travel,1485,Research & Development,25,2,Life Sciences,3,Male,71,YES,142000,141934
25,0,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,Male,93,NO,186000,185934
52,0,Travel_Frequently,322,Research & Development,28,2,Medical,4,Female,59,CANTSAY,118000,117934
43,0,Travel_Rarely,930,Research & Development,6,3,Medical,1,Female,73,MAYBE,146000,145934
27,0,Travel_Rarely,205,Sales,10,3,Marketing,4,Female,98,YES,196000,195934
27,1,Travel_Rarely,135,Research & Development,17,4,Life Sciences,4,Female,51,NO,102000,101934
26,0,Travel_Rarely,683,Research & Development,2,1,Medical,1,Male,36,CANTSAY,72000,71934
42,0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,3,Female,31,MAYBE,62000,61934
52,0,Travel_Rarely,258,Research & Development,8,4,Other,3,Female,54,YES,108000,107934
37,0,Travel_Rarely,1462,Research & Development,11,3,Medical,1,Female,94,NO,188000,187934
35,0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,60,CANTSAY,120000,119934
25,0,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,Male,81,MAYBE,162000,161934
26,0,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,100,YES,200000,199934
29,0,Travel_Rarely,332,Human Resources,17,3,Other,2,Male,51,NO,102000,101934
49,1,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,Male,97,CANTSAY,194000,193934
29,1,Travel_Frequently,337,Research & Development,14,1,Other,3,Female,84,MAYBE,168000,167934
54,0,Travel_Rarely,971,Research & Development,1,3,Medical,4,Female,54,YES,108000,107934
58,0,Travel_Rarely,1055,Research & Development,1,3,Medical,4,Female,76,NO,152000,151934
55,0,Travel_Rarely,1136,Research & Development,1,4,Medical,2,Male,81,CANTSAY,162000,161934
36,0,Travel_Rarely,1174,Sales,3,4,Marketing,1,Female,99,MAYBE,198000,197934
31,1,Travel_Frequently,667,Sales,1,4,Life Sciences,2,Female,50,YES,100000,99934
30,0,Travel_Rarely,855,Sales,7,4,Marketing,4,Female,73,NO,146000,145934
31,0,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,Female,93,CANTSAY,186000,185934
34,0,Travel_Frequently,560,Research & Development,1,4,Other,4,Male,91,MAYBE,182000,181934
31,1,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,Female,34,YES,68000,67934
27,0,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,2,Male,91,NO,182000,181934
36,0,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,Male,37,CANTSAY,74000,73934
36,0,Travel_Rarely,329,Sales,16,4,Marketing,3,Female,98,MAYBE,196000,195934
47,0,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,Male,74,YES,148000,147934
25,1,Travel_Rarely,383,Sales,9,2,Life Sciences,1,Male,68,NO,136000,135934
37,0,Non-Travel,1413,Research & Development,5,2,Technical Degree,3,Male,84,CANTSAY,168000,167934
56,0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,Female,90,MAYBE,180000,179934
47,0,Travel_Rarely,359,Research & Development,2,4,Medical,1,Female,82,YES,164000,163934
24,0,Travel_Rarely,1476,Sales,4,1,Medical,4,Female,42,NO,84000,83934
32,0,Travel_Rarely,601,Sales,7,5,Marketing,4,Male,97,CANTSAY,194000,193934
34,0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,4,Female,86,MAYBE,172000,171934
41,0,Travel_Rarely,1283,Research & Development,5,5,Medical,2,Male,90,YES,180000,179934
40,0,Non-Travel,663,Research & Development,9,4,Other,3,Male,81,NO,162000,161934
31,0,Travel_Rarely,326,Sales,8,2,Life Sciences,1,Male,31,CANTSAY,62000,61934
46,1,Travel_Rarely,377,Sales,9,3,Marketing,1,Male,52,MAYBE,104000,103934
39,1,Non-Travel,592,Research & Development,2,3,Life Sciences,1,Female,54,YES,108000,107934
31,1,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,3,Female,100,NO,200000,199934
45,0,Travel_Rarely,1038,Research & Development,20,3,Medical,2,Male,95,CANTSAY,190000,189934
31,0,Travel_Rarely,1398,Human Resources,8,2,Medical,4,Female,96,MAYBE,192000,191934
31,1,Travel_Frequently,523,Research & Development,2,3,Life Sciences,2,Male,94,YES,188000,187934
45,0,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,2,Male,55,NO,110000,109934
48,0,Travel_Rarely,1221,Sales,7,3,Marketing,3,Male,96,CANTSAY,192000,191934
34,1,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,Female,52,MAYBE,104000,103934
40,0,Non-Travel,218,Research & Development,8,1,Medical,4,Male,55,YES,110000,109934
28,0,Travel_Rarely,866,Sales,5,3,Medical,4,Male,84,NO,168000,167934
44,0,Non-Travel,981,Research & Development,5,3,Life Sciences,3,Male,90,CANTSAY,180000,179934
53,0,Travel_Rarely,447,Research & Development,2,3,Medical,4,Male,39,MAYBE,78000,77934
49,0,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,Male,96,YES,192000,191934
40,0,Travel_Rarely,896,Research & Development,2,3,Medical,3,Male,68,NO,136000,135934
44,0,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,4,Male,49,CANTSAY,98000,97934
33,0,Travel_Frequently,430,Sales,7,3,Medical,4,Male,54,MAYBE,108000,107934
34,0,Travel_Rarely,1326,Sales,3,3,Other,4,Male,81,YES,162000,161934
30,0,Travel_Rarely,1358,Sales,16,1,Life Sciences,4,Male,96,NO,192000,191934
42,0,Travel_Frequently,748,Research & Development,9,2,Medical,1,Female,74,CANTSAY,148000,147934
44,0,Travel_Frequently,383,Sales,1,5,Marketing,1,Female,79,MAYBE,158000,157934
30,0,Non-Travel,990,Research & Development,7,3,Technical Degree,3,Male,64,YES,128000,127934
57,0,Travel_Rarely,405,Research & Development,1,2,Life Sciences,2,Male,93,NO,186000,185934
49,0,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,3,Male,35,CANTSAY,70000,69934
34,0,Travel_Frequently,829,Research & Development,15,3,Medical,2,Male,71,MAYBE,142000,141934
28,1,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,Male,92,YES,184000,183934
29,1,Travel_Frequently,115,Sales,13,3,Technical Degree,1,Female,51,NO,102000,101934
34,1,Travel_Rarely,790,Sales,24,4,Medical,1,Female,40,CANTSAY,80000,79934
35,0,Travel_Rarely,660,Sales,7,1,Life Sciences,4,Male,76,MAYBE,152000,151934
24,1,Travel_Frequently,381,Research & Development,9,3,Medical,2,Male,89,YES,178000,177934
24,0,Non-Travel,830,Sales,13,2,Life Sciences,4,Female,78,NO,156000,155934
44,0,Travel_Frequently,1193,Research & Development,2,1,Medical,2,Male,86,CANTSAY,172000,171934
29,0,Travel_Rarely,1246,Sales,19,3,Life Sciences,3,Male,77,MAYBE,154000,153934
30,0,Travel_Rarely,330,Human Resources,1,3,Life Sciences,3,Male,46,YES,92000,91934
55,0,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,4,Male,30,NO,60000,59934
33,0,Travel_Rarely,1099,Research & Development,4,4,Medical,1,Female,82,CANTSAY,164000,163934
47,0,Travel_Rarely,571,Sales,14,3,Medical,3,Female,78,MAYBE,156000,155934
28,1,Travel_Frequently,289,Research & Development,2,2,Medical,3,Male,38,YES,76000,75934
28,0,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,Male,72,NO,144000,143934
28,0,Travel_Frequently,467,Sales,7,3,Life Sciences,3,Male,55,CANTSAY,110000,109934
49,0,Travel_Rarely,271,Research & Development,3,2,Medical,3,Female,43,MAYBE,86000,85934
29,0,Travel_Frequently,410,Research & Development,2,1,Life Sciences,4,Female,97,YES,194000,193934
28,0,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,3,Male,96,NO,192000,191934
33,0,Travel_Rarely,516,Research & Development,8,5,Life Sciences,4,Male,69,CANTSAY,138000,137934
32,0,Travel_Rarely,495,Research & Development,10,3,Medical,3,Male,64,MAYBE,128000,127934
54,0,Travel_Frequently,1050,Research & Development,11,4,Medical,2,Female,87,YES,174000,173934
29,1,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,Male,100,NO,200000,199934
44,0,Travel_Rarely,136,Research & Development,28,3,Life Sciences,4,Male,32,CANTSAY,64000,63934
39,0,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,2,Female,32,MAYBE,64000,63934
46,0,Travel_Rarely,228,Sales,3,3,Life Sciences,3,Female,51,YES,102000,101934
35,0,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,4,Female,91,NO,182000,181934
23,0,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,Male,97,CANTSAY,194000,193934
40,1,Travel_Rarely,676,Research & Development,9,4,Life Sciences,4,Male,86,MAYBE,172000,171934
34,0,Travel_Rarely,971,Sales,1,3,Technical Degree,4,Male,64,YES,128000,127934
31,1,Travel_Frequently,561,Research & Development,3,3,Life Sciences,4,Female,33,NO,66000,65934
50,0,Travel_Frequently,333,Research & Development,22,5,Medical,3,Male,88,CANTSAY,176000,175934
34,0,Travel_Rarely,1440,Sales,7,2,Technical Degree,2,Male,55,MAYBE,110000,109934
42,0,Travel_Rarely,1210,Research & Development,2,3,Medical,3,Male,68,YES,136000,135934
37,0,Travel_Rarely,674,Research & Development,13,3,Medical,1,Male,47,NO,94000,93934
29,0,Travel_Rarely,441,Research & Development,8,1,Other,3,Female,39,CANTSAY,78000,77934
33,0,Travel_Rarely,575,Research & Development,25,3,Life Sciences,4,Male,44,MAYBE,88000,87934
45,0,Travel_Rarely,950,Research & Development,28,3,Technical Degree,4,Male,97,YES,194000,193934
42,0,Travel_Frequently,288,Research & Development,2,3,Life Sciences,4,Male,40,NO,80000,79934
40,0,Travel_Rarely,1342,Sales,9,2,Medical,1,Male,47,CANTSAY,94000,93934
33,0,Travel_Rarely,589,Research & Development,28,4,Life Sciences,2,Male,79,MAYBE,158000,157934
40,0,Travel_Rarely,898,Human Resources,6,2,Medical,3,Male,38,YES,76000,75934
24,0,Travel_Rarely,350,Research & Development,21,2,Technical Degree,3,Male,57,NO,114000,113934
40,0,Non-Travel,1142,Research & Development,8,2,Life Sciences,4,Male,72,CANTSAY,144000,143934
45,0,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,Male,66,MAYBE,132000,131934
35,0,Travel_Rarely,1402,Sales,28,4,Life Sciences,2,Female,98,YES,196000,195934
32,0,Travel_Rarely,824,Research & Development,5,2,Life Sciences,4,Female,67,NO,134000,133934
36,0,Travel_Rarely,1157,Sales,2,4,Life Sciences,3,Male,70,CANTSAY,140000,139934
48,0,Travel_Rarely,492,Sales,16,4,Life Sciences,3,Female,96,MAYBE,192000,191934
29,0,Travel_Rarely,598,Research & Development,9,3,Life Sciences,3,Male,91,YES,182000,181934
33,0,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,Male,46,NO,92000,91934
30,1,Travel_Rarely,740,Sales,1,3,Life Sciences,2,Male,64,CANTSAY,128000,127934
38,0,Travel_Frequently,888,Human Resources,10,4,Human Resources,3,Male,71,MAYBE,142000,141934
35,0,Travel_Rarely,992,Research & Development,1,3,Medical,4,Male,68,YES,136000,135934
30,0,Travel_Rarely,1288,Sales,29,4,Technical Degree,3,Male,33,NO,66000,65934
35,1,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,Female,69,CANTSAY,138000,137934
53,1,Travel_Rarely,607,Research & Development,2,5,Technical Degree,3,Female,78,MAYBE,156000,155934
38,1,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,81,YES,162000,161934
32,0,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,62,NO,124000,123934
48,0,Travel_Rarely,1108,Research & Development,15,4,Other,3,Female,65,CANTSAY,130000,129934
34,0,Travel_Rarely,479,Research & Development,7,4,Medical,1,Male,35,MAYBE,70000,69934
55,0,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,60,YES,120000,119934
34,0,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,45,NO,90000,89934
26,0,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,89,CANTSAY,178000,177934
38,0,Travel_Rarely,1245,Sales,14,3,Life Sciences,3,Male,80,MAYBE,160000,159934
38,0,Travel_Rarely,437,Sales,16,3,Life Sciences,2,Female,90,YES,180000,179934
36,0,Travel_Rarely,884,Sales,1,4,Life Sciences,2,Female,73,NO,146000,145934
29,0,Travel_Rarely,1370,Research & Development,3,1,Medical,2,Male,87,CANTSAY,174000,173934
35,0,Travel_Rarely,670,Research & Development,10,4,Medical,1,Female,51,MAYBE,102000,101934
39,0,Travel_Rarely,1462,Sales,6,3,Medical,4,Male,38,YES,76000,75934
29,0,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,87,NO,174000,173934
50,0,Travel_Rarely,264,Sales,9,3,Marketing,3,Male,59,CANTSAY,118000,117934
23,0,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,45,MAYBE,90000,89934
36,0,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,Male,80,YES,160000,159934
42,0,Travel_Rarely,1059,Research & Development,9,2,Other,4,Male,93,NO,186000,185934
35,0,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,46,CANTSAY,92000,91934
34,0,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,MAYBE,184000,183934
40,0,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,84,YES,168000,167934
43,0,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,87,NO,174000,173934
35,0,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,63,CANTSAY,126000,125934
46,0,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,56,MAYBE,112000,111934
28,1,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,YES,102000,101934
22,0,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,NO,170000,169934
50,0,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,41,CANTSAY,82000,81934
32,0,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,MAYBE,70000,69934
44,0,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,YES,62000,61934
30,0,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,NO,96000,95934
45,0,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,CANTSAY,100000,99934
45,0,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,MAYBE,104000,103934
31,0,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,YES,108000,107934
36,0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,NO,152000,151934
34,0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,CANTSAY,84000,83934
49,0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,MAYBE,168000,167934
39,0,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,YES,152000,151934
27,0,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,NO,134000,133934
35,0,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,CANTSAY,96000,95934
28,0,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,MAYBE,78000,77934
21,0,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,YES,194000,193934
18,1,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,NO,140000,139934
47,0,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,CANTSAY,196000,195934
39,0,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,MAYBE,152000,151934
